"sample","Astrocyte","Oligodendrocyte","Mphage/Microglia","Neuron","Endothelial","Ependymal","OPC","Radial Glia","Plasma B cell","Eosino-/Neutrophils","T Cells/NK Cells"
"P340v4",0.190411378505259,0.0458581737639114,-0.0058237872769693,-0.060599599135406,0.0178039012761998,-0.00759781777116057,-0.0443122497042438,-0.032498600505785,0.0442147911478184,-0.0106242471475104,-0.0220361145454474
"P340v5",0.107493820212021,0.076376748528114,-0.00160025637967464,-0.043842926331861,0.139587150164348,-0.0063272002112266,-0.0735581798919975,-0.0383507021946527,0.0214515425022787,-0.0176448354741913,-0.00902659412165008
"P340v6",0.0900521162692816,0.046520509616665,-0.0244380490597814,-0.0273925458128095,0.0597652279103039,-0.000421621338517255,-0.06878435885802,-0.0318100121785972,-0.00279031448843813,-0.0279954592634894,-0.0107368273592996
"P340v7",0.157198855574065,0.0588796386107124,-0.0182082763482201,-0.0548731537498255,0.0397752869541918,-0.00265663353841366,-0.047332337701109,-0.0333716203062138,0.0123299887454759,-0.0180148088485323,-0.0188365591627934
"P340v8",-0.00833739385118922,0.0844144601585476,-0.0249116032807301,0.00486243089567594,0.113022892766065,-0.00925191081050461,-0.0306687788515525,-0.0129316786638577,-0.0269912588920577,-0.0228759316288874,0.0139022553572496
"P340v9",0.0195205095695248,-0.0271111277157323,-0.0562829076553243,0.0348649602564916,0.039448917207004,-0.00661312742787939,-0.0270715019394544,-0.0027389660695472,-0.0720144421353626,-0.0427858452931997,0.0063340960079026
"P340v10",0.0777281025417619,-0.0106853954913185,-0.0471655005802701,0.0390323719123465,0.0208103684858641,-0.00564843142311173,-0.00811991512824859,0.0015151864632572,-0.0623522293624171,-0.0461657917414057,-0.0170504624616625
"P375v1",0.0686015750906105,-0.0326658564007728,-0.00511014678541847,0.0167875968748764,0.109864333912881,-0.0076998331366012,0.0198205682725997,-0.00017212927814925,0.129843553531477,-0.0312218828577953,0.0116903952791567
"P375v2",0.0635249350431045,-0.0392844782901188,-0.0475155900491355,0.0218193355805538,0.051124252071953,-0.00796765070240748,0.123957238075954,0.00601403616372245,0.0544986342932521,-0.0475795345385883,-0.0119049703422136
"P375v3",0.043846535253859,0.0350023789908444,0.0108721916440566,-0.0287925878038111,0.0345393926248396,-0.00450020123227068,-0.0259850673671556,-0.0315551596236865,0.0518220646736404,-0.0137606349277741,-0.00433400633704872
"P375v4",0.0525455301993588,-0.0391679805854333,-0.0443693388014642,0.0255627511558738,0.0597825007390878,-0.00407177558885057,0.0907315552944227,0.003430284852689,0.0762369359790035,-0.0478715398140754,-0.0030836580421418
"P375v5",0.124824192496735,-0.0382328322039511,-0.0552650771887372,0.0107750899959988,-0.00853376212591102,-0.00302113497545116,0.0591917415530569,-0.00297556471621005,0.0818574117506409,-0.0508937218524145,-0.0141403719341813
"P375v6",0.102227643457349,-0.0385136636283566,-0.0455836544871843,0.00916532897134316,0.0110533586795544,-0.00519210575999433,0.0873667057249275,-0.00160166647757475,0.0974719174469412,-0.0460385114930024,-0.0176530430826101
"P375v7",0.0592643696838335,-0.0388989277913339,-0.041208640455422,0.0147737793078619,0.101274330232624,-0.0033959202251964,0.0824756962978486,0.00325179314803735,0.0402289696365324,-0.0439908847280638,-0.0177453910267875
"P375v8",0.0201940479907556,0.0498732651948302,0.0331594655208198,-0.0226368788856986,0.0281727992209608,-0.00775757983405772,-0.0198001514926179,-0.0344086727460238,0.0740990753810711,0.000932240522249727,-0.0160094719864488
"P375v9",0.056215050975496,-0.0382887996126539,-0.0540619683178726,0.0258643279221839,0.048057379921666,-0.00653991266747608,0.0648124697423252,0.00313734330326445,0.0654061454584733,-0.0504972050249066,-0.0039644979981875
"P375v10",0.114934193952154,-0.038389860359438,-0.0535443963387997,0.00116189034748864,-0.0115238841061015,-0.00898366038111547,0.0509932233568341,-0.00601462445433385,0.114666229254021,-0.0504594853791724,-0.0183664323711018
"P413v1",-0.0517088578189707,-0.0447949975757887,-0.0310643722645597,-0.0627970638091883,-0.0683150428223081,-0.00779176421483538,-0.0571579546587685,0.0268668918096739,-0.0451227424085219,-0.00640971210976577,-0.0100608746721417
"P413v2",-0.0477210069361028,-0.0416064206337886,0.0183217275748865,-0.0656004026078587,0.144394786849416,-0.00649665765090259,-0.0727076143602871,-0.0122567574868031,-0.0359451989345415,-0.0126638689099886,0.0180070929889156
"P413v3",-0.0488548818448061,-0.0454429814709931,0.0422139209777069,-0.0679271524981568,-0.0690733751610624,-0.00766459728185888,-0.0492264127925476,-0.0110828543783877,-0.0126883910528494,0.0591337425064251,-0.0020337378194491
"P413v4",-0.0659824085486466,-0.0448742067830844,0.0642711216278508,-0.0673430875585005,-0.0382265476762599,-0.0062871154545,-0.0605679371225058,-0.0158697777102806,0.00676219982170101,0.0627736814539549,0.00399465214371945
"P413v5",-0.0610865142102946,-0.0108857386903643,0.122548590632351,-0.0623911020209322,0.0469440650004785,-0.0084823018607814,-0.0633642488570339,-0.0157067330817433,0.00987472610622771,0.0303378286317324,0.0138472873813019
"P413v6",-0.0643146622051149,-0.0231386069481362,0.131332546922212,-0.0715804281192262,0.00196900409679066,-0.00209125673533707,-0.0798935263620086,-0.0307111777254006,0.0481710517781206,0.0418537636057819,0.0414985357834646
"P413v7",-0.0624613154778836,-0.0356143879209238,0.0848024882901163,-0.0718836044292054,-0.0597448270570613,-0.00571316504109166,-0.0626365481770756,-0.0260294586047038,0.0237274963894385,0.0438953137893475,0.016061768571272
"P413v8",-0.0646430569390663,-0.0421033233949474,0.0817258509282832,-0.0706765117480817,0.0131641439700947,-0.00382681009988885,-0.0553423728325146,-0.0164242205152663,-0.00253120244513221,0.0416250700803986,0.000262877357600749
"P413v9",-0.0493166070735971,-0.0272420246170867,0.159911641135548,-0.0718744643700093,0.0237402786086992,-0.00406963223057364,-0.0850556827116464,-0.036729504692687,0.0650358063399265,0.0587039056720542,0.0620768409938851
"P413v10",-0.0496547019055516,-0.0286695332017389,0.0491641044334461,-0.0704451058468635,-0.0327904361633097,-0.00927062236411628,-0.0738080106499211,-0.0288057419047042,-0.0016667877078545,0.0221362982571532,0.0109950288062929
"P450v1",-0.0407794315515354,-0.00473977711430554,-0.0496767546859131,0.0819862565860496,-0.0250984641267361,-0.00788844860501123,0.117032714317206,0.0291122786827089,-0.0610024997897655,-0.0432977506483288,-0.0221339885959188
"P450v2",-0.0482265836727691,-0.0323993011520273,-0.0680678044279466,0.118045443791856,-0.0109560232599794,-0.00770366619736408,0.111206060444784,0.0453695085295264,-0.0545530554472169,-0.0543329092057306,0.037478071184409
"P450v3",-0.0590426703206686,-0.0320517873046756,-0.0669911224846779,0.122130905535508,-0.00541152538007525,-0.00835617137252391,0.116155866086856,0.0423784751917962,-0.0637865988569161,-0.0614248134548339,0.036892413539889
"P450v4",-0.0128746595697567,-0.0218151625669214,-0.0591715779363746,0.0998112194942236,-0.0257656900629086,-0.0082001902439835,0.057613569382431,0.0286478012356997,-0.0746006665682533,-0.0536100925960195,-0.0143672779517946
"P450v5",-0.0109667078008501,-0.0218088234523895,-0.0458444809865355,0.0721771161707971,0.0216950296368296,-0.00850031263973047,0.0502620616861843,0.0121103689655626,-0.0570150387635199,-0.0506239007056131,-0.015587594690637
"P450v6",-0.00170857094511047,-0.014543983764496,-0.0450317952756983,0.0468987304593394,-0.0110728015593465,-0.00913163524397969,0.0541095624560125,0.0064541015610714,-0.0498551791261468,-0.0427594461298063,-0.0131892916711168
"P450v7",-0.0311771139402674,-0.0268236818308038,-0.059719068299145,0.100319157593785,-0.0338343747843071,-0.00685364288549886,0.122243584423071,0.0355780394081147,-0.0749488422164262,-0.052484861529857,-0.0137449336340022
"P450v8",-0.0597049685371864,-0.0316078744325124,-0.0606041834832679,0.117493367641212,-0.0419308953096621,-0.00895659134471256,0.178025072289977,0.0527154201974557,-0.0717430262147688,-0.0541214174344747,0.0170626484472276
