"sample","Astrocyte","Oligodendrocyte","Mphage/Microglia","Neuron","Endothelial","Ependymal","OPC","Radial Glia","Plasma B cell","Eosino-/Neutrophils","T Cells/NK Cells"
"P302v6",0.0727388491801678,-0.0322621190101869,-0.0421489628734965,0.0155356755148269,0.112309901019153,-0.00861042678848427,0.0855349803745568,0.0112619826440257,-0.0600666774792098,-0.0389390203527559,-0.0119296526518627
"P302v7",0.0317329913641868,-0.00695238743616395,0.19547671502957,-0.0414235249099614,0.115489741294877,-0.00613195711888272,-0.0393700147644934,-0.0348133492887718,0.0142561330431797,0.125841473148127,0.275069441490752
"P302v9",0.0951956321095425,-0.0311258958872158,-0.0514778411061855,0.0134313587414166,0.118902019732273,-0.00974407761530675,0.0995161259969032,0.0139222189136843,-0.0715557903080014,-0.0463391026606233,-0.0237356332171431
"P302v10",0.0622435140868519,-0.00856590704810909,-0.0115225463784494,-0.0113066391769792,0.225813978352683,-0.0053543806356622,0.0457323129209158,-0.0110456924427235,-0.0500118897372855,-0.0269604426157519,0.00777315155607715
"P302v11",0.0759730946018023,-0.0335559333413193,-0.0471288910939479,0.012799312549523,0.0542914972496104,-0.0100211700490328,0.0889685423480397,0.0111351295224666,-0.0716897314301714,-0.0405522786224773,-0.0185739738576955
"P303v1",0.0578353342915827,-0.0361848636692474,-0.0407777979425955,0.0162151328843153,-0.0390157139181069,-0.00557138570968802,0.13929846379608,0.0139486486434679,-0.00879327921697081,-0.0452426242454481,0.0211702166400866
"P303v2",0.0557866813872539,-0.0344201364092523,-0.0301072212046424,0.0231014154260042,-0.00366082062807836,-0.00715099133806033,0.0667859974605761,-0.00360461247979635,-0.0038049327607629,-0.0445593233855395,0.0367708215706717
"P303v3",0.0662033357185383,-0.0275572711822205,-0.0424600738057671,0.0176547908832375,-0.0293339136638984,-0.00995503964927931,0.033403945216051,-0.0068665823958095,-0.00994912639482295,-0.0495637317050379,0.0120002105922974
"P303v4",0.0557233900348091,-0.0187632563705836,0.0186800611328027,-0.00136630221031984,-0.00294118395878332,-0.00762082148791092,0.00776025476799118,-0.0179773970025343,0.083549195220394,-0.0259907243370043,0.0180413854087126
"P303v6",0.0794864583752654,-0.0294359334359581,0.000533194632023806,-0.000203642138221194,-0.0349854442606623,-0.00469266479304195,0.0455924338909574,-0.0105323630478274,0.0727133473415237,-0.0255557046847332,0.000254829757231749
"P303v8",0.0737253428993014,-0.0295991599447815,-0.0157849885509007,0.0018583453852222,-0.0527361535545321,-0.00776374936594444,0.0279141848599502,-0.0108315470710609,0.0509107036771365,-0.0357754424022001,0.00266961430456635
"P303v9",0.0416705482832127,-0.0123116380476003,0.00938209779960761,-0.00696242611748442,-0.0217637991519352,-0.00848961318837214,0.00784835494920926,-0.0176342862512079,0.0856484713383319,-0.0270758429216966,0.0268095060995815
"P303v10",0.0453237153611616,-0.0180862869456782,-0.0149040463566456,-0.0221024561754912,0.0262121535793424,-0.00770431500685142,-0.0333112389620907,-0.0231517666327444,0.0441391350829869,-0.0404452826065825,0.0544710860117071
"P327v1",0.0649581929095607,-0.0337850253514533,-0.0396058142357761,-0.0100360466355728,-0.0369641048179997,-0.00929948931566461,0.0263630067415935,-0.00526871968830135,0.0847240597553129,-0.0489827602622017,-0.0197171641754697
"P327v2",0.075466203584184,-0.0335364752118477,-0.0386997924794651,-0.0122570782363408,-0.0485902045925195,-0.0100759819500686,0.035337529716497,-0.00440895281686385,0.101463596152794,-0.0538489118655575,-0.0170288426057322
"P327v3",0.0910465520387736,-0.031715642115071,-0.047589383562647,-0.00125999995069529,-0.0486019972133646,-0.00789108672671513,0.0397117113894024,-0.00283050256453125,0.0492355194475351,-0.0484614096501771,-0.0135816172302338
"P327v4",0.0434269159298168,-0.03261970882369,-0.0532671720168957,-0.00428586418812163,-0.0492528043031933,-0.00286552560080221,0.0403763303200342,-0.002849913582391,0.0120409029436342,-0.0540861783582672,-0.0051061723012973
"P327v5",0.075819007418509,-0.0279138205214199,-0.0305560650823789,-0.00993997352519847,-0.043039074954999,-0.0053369200372307,0.0736799961506845,-0.00492190813096285,0.0433620756108392,-0.0376770363855089,-0.00874702523156727
"P327v6",0.139707215605064,-0.0269131214858011,-0.0311454814709526,-0.0170678276521214,-0.0256645745359029,-0.00728239573634714,0.0217284301322666,-0.0123756596645457,0.111001303746852,-0.0449634682256978,-0.0281118967949986
"P327v7",0.123077134660585,-0.0264559523861456,-0.0160122110054669,-0.036590147303184,-0.0329843868672897,-0.00688134851297523,0.014985904493193,-0.0159403437439991,0.124803969693639,-0.0353903797085378,-0.017069602009293
"P327v8",0.116137807295745,0.0223041961810145,0.0262852451949379,-0.0449878718529711,0.00138259970447919,-0.00503550295155357,-0.014151581699854,-0.0352422265819644,0.137482244654077,-0.0104763118636872,-0.0202734682020934
"P327v9",0.065183584706793,-0.00611161918795564,0.0397741354513734,-0.0285682447002676,0.0152217893144305,-0.00916908864518979,-0.0184731240361624,-0.0292494468862293,0.145556388255749,-0.0218681972260019,0.00137419381201766
"P327v10",0.077696761080995,0.0172210952441688,-0.00127332982834285,-0.0117851614072641,-0.0505329002831081,-0.0080279436790753,0.0282997190243569,-0.0196978410377476,0.0840246767223697,-0.0289741479359517,-0.0178465644869394
"P340v1",0.190770787669317,0.0373285380048873,-0.0090470780663743,-0.054749939411333,0.0191393304409887,-0.0100759819500686,-0.0542596780142932,-0.0365358121037028,0.0114867910430868,-0.0158067822031051,-0.010391220628336
"P340v2",0.0381041804195575,0.000217223082717879,-0.0564770660536664,0.189686685455055,-0.00985105056947803,-0.00797978958988059,-0.0421778997788761,0.068613554079105,-0.0629741170427257,-0.0505452058960573,-0.0348542537513515
"P340v3",0.015074238769317,0.115220993411441,-0.00958298913468706,-0.0173758668037059,0.0641141821859346,-0.00898287028781797,-0.0176732605619155,-0.0233378312373464,0.0198106861062992,-0.0175163417348395,-0.00478641048732061
