Patient	SampleName	lymphocytes	m1macro	microgliamacro	granulocyte	endothelial	astrocytes	astrocytes2	oligodendrocytes	ependymal	neuron	Angiogenesis	Apoptosis	Cell_Cycle	Differentiation	DNA_damage	DNA_repair	EMT	Hypoxia	Inflammation	Invasion	Metastasis	Proliferation	Quiescence	Stemness
P300v5	P300	v5	-0.063930796	-0.050333802	-0.02512899	-0.009658383	0.008849344	-0.020536746	0.077144443	-0.041350629	0.104512639	-0.030589899	-0.171965475920142	-0.145646930670619	-0.469936268400304	-0.066527459764119	-0.115792486940033	-0.000636882066463612	-0.176742189344725	-0.180229941312719	-0.142076337733874	-0.324617632337825	-0.22638507282632	0.180221574981206	-0.163543361354169	-0.10431885085865
P300v6	P300	v6	-0.015206505	-0.059464368	-0.058152836	-0.030887781	0.073568654	0.039512279	0.113750432	-0.020798609	0.032386535	0.053700741	-0.212727116258798	-0.265212231997219	-0.462737623402291	-0.172649384295842	-0.21651160633072	-0.269135976163419	-0.349865130156057	-0.24464888669609	-0.318229358622361	-0.396654870934108	-0.298680683314801	-0.287308196250893	-0.237069842925316	-0.131137776877917
P300v7	P300	v7	0.046465951	-0.047078178	-0.014343639	-0.011872593	0.005031151	-0.00735476	0.054736972	-0.042711697	0.114360035	-0.037337273	-0.25598999297296	-0.191880122920013	-0.399377517053701	-0.179041339794008	0.0443379294824853	0.131407152612576	-0.320193370824541	-0.309051156947268	-0.234826383698971	-0.298807242193596	-0.253018091843247	-0.0300700691072124	-0.270807526155237	-0.0658312829625413
P300v8	P300	v8	-0.045704955	-0.038259732	-0.016406396	-0.014095739	0.07290139	-0.018917405	0.041834544	-0.025457888	0.275779808	-0.04160154	-0.226737986744226	-0.125625784057638	-0.486954452592077	-0.0657226450303441	-0.0279295383825359	0.0305730209372101	-0.29978405214375	-0.221671573616029	-0.0436365784195152	-0.342916881836658	-0.206824819116947	0.0300275795769232	-0.116191181388494	-0.013121448476878
P302v1	P302	v1	-0.035218949	-0.032662176	-0.048115452	-0.021037353	0.001634584	0.008532722	0.098866865	0.029464472	-0.042627524	0.035956131	-0.0782970482725239	-0.237064813128961	-0.474166449514409	-0.174921313171552	-0.319279503301858	-0.432500922222902	-0.228381025736276	-0.132604695757262	-0.259370145434289	-0.253497437630826	-0.202119067847677	-0.250754401436933	-0.209244311957359	-0.154111819552819
P302v2	P302	v2	-0.037860034	-0.030026278	-0.06138588	0.019769196	0.005924472	-0.054970612	0.073205988	-0.046531503	-0.049623175	0.006093045	-0.0704381163714703	-0.220279853771942	-0.287535913573736	-0.138584076731007	-0.0694329509513184	-0.0210161582628124	-0.228071080534376	-0.171443079310536	-0.334688915483338	-0.251085736378783	-0.174963722663743	-0.128830033169586	-0.274918736364811	-0.0911192175811122
P302v4	P302	v4	-0.069945455	-0.026145496	-0.038286863	-0.013679162	-0.007383704	-0.054802744	0.136305123	-0.019064383	-0.040047285	-0.008494564	0.0434025666102904	-0.0982922531094575	-0.339493385181694	-0.10262112811838	-0.191737757042018	-0.177924460917339	-0.0965933333537969	0.0933598928954015	-0.175023933497786	-0.0912119273436117	-0.0888315611629339	-0.117223935300795	-0.213463553190975	-0.161245359226041
P302v5	P302	v5	0.038359077	-0.036916085	-0.06811535	-0.004027785	0.080442907	-0.03765586	0.032987796	-0.039074452	-0.060743347	0.006344656	0.0440302175430851	-0.259838614311065	-0.0998312422605582	-0.222143278407348	-0.0230016214073873	0.0168756167815704	-0.201194838210187	-0.247317700544573	-0.351267839623363	-0.160878047271856	-0.148292859646088	-0.0481070094218034	-0.239236185936782	-0.0352920498073479
P302v6	P302	v6	-0.042798103	-0.027894483	-0.044827611	0.042836009	0.020680159	-0.060862492	0.094605183	-0.045254609	-0.049073146	-0.000510694	0.130876599134328	-0.114608967040772	-0.305861881335916	-0.0741187988709836	-0.152291238918479	-0.0953286250852488	-0.0361314039199575	0.0208306616797197	-0.213590692826243	-0.0361537900081257	-0.0721256402396955	-0.0406209700740526	-0.158587295962002	-0.0570428038559052
P302v9	P302	v9	-0.058502506	-0.028962323	-0.056099301	0.009169894	0.030143444	-0.063314296	0.108136449	-0.042462321	-0.039453548	-0.000742219	0.102103484059929	-0.161537910589903	-0.280219007097078	-0.0791734892806484	-0.152282463903174	-0.104113878797702	-0.0878340612011547	-0.0803129700244272	-0.26526992048746	-0.119721434467112	-0.100164750594799	-0.100359335276376	-0.235964571423121	-0.0847195090170194
P303v1	P303	v1	0.223268453	-0.045616652	-0.039891102	-0.020838844	0.038804927	0.010881938	-0.031862494	-0.039158314	0.037007124	-0.005072827	-0.195471236965274	-0.0200994275520196	-0.304663276542774	-0.0792793750518037	0.10584162403834	0.175664139502206	-0.128717280665169	-0.307416848885415	-0.343288187174419	-0.161159572538869	-0.271168080541446	-0.201867458892526	-0.113459227631831	0.236486123080526
P303v10	P303	v10	0.218852045	-0.036239882	-0.009535988	-0.003843529	0.044494853	-0.000951362	-0.000162519	-0.019528188	0.042737755	-0.039255071	-0.144022815419471	-0.0406917716686785	-0.421595118453624	-0.158979834909222	0.00456122767796962	-0.0558403816693624	-0.250530195705286	-0.36008940394817	-0.21996505977729	-0.195843890345467	-0.170886144268571	-0.202451249129755	-0.302146732953974	-0.0938599400723913
P303v2	P303	v2	0.176428689	-0.042921497	-0.028412683	-0.005760248	0.045397693	0.010238427	0.020540347	-0.042602278	0.019715894	-0.020123158	-0.232108888513448	-0.0178359019678243	-0.42365045431167	-0.0556643130227874	0.0532443518420674	-0.0576766592904663	-0.130844452954084	-0.321972356247776	-0.285752984094824	-0.225376254095956	-0.205161183068495	-0.14040440533068	-0.202737854818299	0.123684969889403
P303v3	P303	v3	0.115400628	-0.041335936	-0.045343471	-0.027069805	0.014705815	-0.007285364	0.032834193	-0.032506209	0.006352028	-0.003463943	-0.261602960551874	-0.0596518630851642	-0.422426239890795	-0.125062746315025	-0.0894086200453925	-0.143414769858707	-0.191102036103142	-0.293061313724091	-0.28978156171393	-0.23785700754885	-0.249957016951121	-0.178421777231145	-0.195403741763634	0.0290652936819433
P303v4	P303	v4	0.117921678	-0.027667718	0.035377353	-0.014208771	0.009664876	0.005040482	0.001617662	-0.020249814	0.013586001	-0.033373063	-0.211678195979086	-0.0508225735494495	-0.447700592595558	-0.0468536306772073	-0.108160315352866	-0.173833708752734	-0.233430871233391	-0.337018275718905	-0.167138477117037	-0.30342427704049	-0.226504274285482	-0.124752038473138	-0.258425830045434	-0.082288220384553
P303v6	P303	v6	0.064464954	-0.033438512	0.011050808	-0.026260321	-0.020593141	-0.007280365	0.001423935	-0.034319026	0.016902125	-0.024316754	-0.229321935428492	-0.0831918045102802	-0.44271162506716	-0.0419935317060656	-0.110990146285771	-0.176032674020965	-0.217220437859037	-0.358353058767898	-0.195817665783626	-0.302769558963614	-0.206082991272554	-0.0830347357005864	-0.239661785097484	-0.0356102821133057
P303v8	P303	v8	0.073297366	-0.035951258	-0.009644273	-0.014713502	-0.04321235	-0.011068717	0.013324559	-0.036144401	0.022706795	-0.022553771	-0.285293472989643	-0.109104231472051	-0.478791490436407	-0.149246992242959	-0.149519367395608	-0.181470765042228	-0.304884827598442	-0.389178566046586	-0.237526724981962	-0.323946297194179	-0.252222220905164	-0.174302063461111	-0.292601285786234	-0.0721514944445081
P303v9	P303	v9	0.159927812	-0.036066387	0.024682898	-0.018453427	-0.00874482	0.004399845	-0.023325006	-0.012247431	0.01980993	-0.036275873	-0.217423789435084	-0.0586296673555481	-0.417735521908587	-0.103025504479463	-0.0504602746668717	-0.128060171375581	-0.29268040493688	-0.371097871251849	-0.185743670057995	-0.2955539247527	-0.222195179290433	-0.109750015214531	-0.299443136498063	-0.0740412514070668
P327v1	P327	v1	-0.010574037	-0.038215291	-0.041731089	-0.026809094	-0.041050396	0.034477878	0.022626332	-0.044686861	0.067914272	-0.022536307	-0.255923405174139	-0.259990501009231	-0.414550446531783	-0.192015032494507	-0.176653110795418	-0.155785707470715	-0.179095974135345	-0.311352778414226	-0.211040468739011	-0.307925100107806	-0.266601418337171	-0.117634904305262	-0.231630566158806	-0.156060719164216
P327v10	P327	v10	-0.020560871	-0.024448836	0.010636155	-0.030106895	-0.037266538	0.025617194	0.006946123	0.022179297	0.0123584	-0.036964899	-0.29530671659989	-0.114890850558784	-0.507142430661404	-0.081818014817686	-0.240047721526054	-0.259692546874361	-0.275915644554702	-0.311784351486584	-0.16238363036023	-0.310885817797995	-0.207983059540018	-0.119368221308782	-0.219785146225474	-0.0666437549259324
P327v2	P327	v2	0.006590849	-0.037825859	-0.035915364	-0.029549282	-0.046035164	0.047040038	0.020125687	-0.045123664	0.064256516	-0.029115183	-0.345638168147332	-0.190616396051065	-0.461706426899353	-0.228644540792768	-0.204414235733445	-0.152905793183517	-0.239926739218332	-0.326793571334021	-0.325600218990502	-0.26432181691932	-0.298622253611812	-0.116295182393015	-0.345897153288814	-0.133059748303484
P327v3	P327	v3	0.007401645	-0.039827528	-0.049560967	-0.027792956	-0.043128129	0.025297964	0.029288884	-0.041208768	0.031654156	-0.010420801	-0.317138964982866	-0.25830160986128	-0.497502076631556	-0.224595474661522	-0.231079769171641	-0.229471820114084	-0.217945671005894	-0.284720584689393	-0.370600586662774	-0.308666886229838	-0.307175747615497	-0.222702078645573	-0.330273774935306	-0.117698194556809
P327v4	P327	v4	0.073183358	-0.043143795	-0.0583647	-0.02991831	-0.040044155	0.014535676	0.010135354	-0.040472514	0.010031958	-0.016413841	-0.390460760327152	-0.290947992450646	-0.406474187183256	-0.314200341636066	-0.151056531037844	-0.173429743229431	-0.267212433751532	-0.285453501202071	-0.415269375600189	-0.285014738826825	-0.336862747067671	-0.295312573490031	-0.315785270462806	-0.100465403177833
P327v5	P327	v5	0.011159622	-0.037803542	-0.030001555	-0.009570358	-0.032301976	0.013339813	-0.003758591	-0.035586582	0.036960864	-0.033120797	-0.261862402681433	-0.181583497225032	-0.436640040072448	-0.142426471820177	-0.169176600381986	-0.163838544810627	-0.180168954032158	-0.273474908352007	-0.2748223986335	-0.242559676245732	-0.241295370126922	-0.093136554512958	-0.264543890161373	-0.0860610259613576
P327v6	P327	v6	-0.054563269	-0.0273077	-0.030691672	-0.024638867	0.0072043	0.044601552	0.055296699	-0.032923297	0.091410643	-0.005888111	-0.279141365808823	-0.100493215447643	-0.524484643670835	-0.139857358517873	-0.195740520935482	-0.286190779965674	-0.220952028889654	-0.148140235921526	-0.273499020073984	-0.262634897780476	-0.257674979725027	-0.159267331269956	-0.184278999413189	-0.0981368553361125
P327v7	P327	v7	-0.009562811	-0.028612407	-0.011114834	-0.025326078	-0.008505287	0.026074802	0.009511315	-0.033001032	0.140627745	-0.039957887	-0.278062471012085	-0.150857150418252	-0.467143345831919	-0.135982561648593	-0.167908775911453	-0.246198404244225	-0.200251566745569	-0.187897542071027	-0.155944695469957	-0.238960723773454	-0.213087605258625	0.0131101580166975	-0.177555276941023	-0.081030322615713
P327v8	P327	v8	-0.0489028	-0.01231266	0.044228964	-0.010825875	0.026324023	0.019963055	0.007032578	0.0330863	0.116859285	-0.043721439	-0.219936411470715	-0.0608879840348171	-0.532208143784607	0.0288089528222031	-0.243605516557094	-0.353445862653514	-0.206141151256759	-0.149964080396892	-0.0203466385227274	-0.27917171587352	-0.141344397148284	-0.0569468607083464	-0.112556951794773	-0.132820945724816
P327v9	P327	v9	0.032685032	-0.004145317	0.059395792	0.018463533	0.034738478	0.046155505	0.022019614	-0.003099655	0.05968797	-0.028721502	-0.20774037747544	-0.090793379715535	-0.562216860580681	-0.00587697056468302	-0.161812377064115	-0.363442587101077	-0.317627922210713	-0.293880988651283	-0.0916608598770163	-0.294838101274779	-0.224620702230062	-0.0859533667092902	-0.0705872425920735	-0.134260633623391
P340v1	P340	v1	-0.023652851	0.011814099	0.003666753	-0.01869691	0.068580242	0.01592523	0.095003991	0.041415204	0.059779414	-0.040227204	-0.10243063641595	0.152309026664998	-0.418676129607351	-0.0408413966159322	-0.15682863383139	-0.152445180958969	-0.157924678701352	0.0842296541605821	-0.0344116419397709	-0.219073491750378	-0.148180219383377	-0.190342904750929	-0.186001815044304	-0.0965253130755089
P340v10	P340	v10	-0.006239193	-0.033479926	-0.057972389	-0.032726616	0.090312574	0.043731253	0.149780325	-0.010813243	-0.036081028	0.066447317	-0.138191736181731	-0.222019238300078	-0.4396777956859	-0.179991963287803	-0.299842252085888	-0.393274303684252	-0.311677728071123	-0.129103900507806	-0.303196230818622	-0.358921736041549	-0.226583753101449	-0.270098406257812	-0.277198104840397	-0.0616556375441062
P340v2	P340	v2	-0.115716153	-0.050022556	-0.070685674	-0.027577313	0.069974019	0.139423776	0.144922926	-0.003661774	-0.025997364	0.306205829	-0.0816556492821479	-0.147419183127519	-0.528494163708717	-0.00572373348026823	-0.398455054745461	-0.382787571702924	-0.256163706285954	0.0386822443502201	-0.318626061518504	-0.248788683444716	-0.309413709486883	-0.297666933828025	-0.156921015946211	-0.0740014547046694
P340v3	P340	v3	0.015538727	-0.018988469	-0.003895387	-0.023944125	0.084867475	0.07037884	0.020501445	0.132592225	-0.051761419	-0.029878909	-0.133825987749879	-0.07355007728848	-0.45900294232086	-0.1016510555451	-0.214823540681001	-0.281704657739926	-0.335272520318169	-0.229793922350378	-0.13634065852624	-0.278575842220994	-0.193125748672753	-0.246562686980062	-0.196040791610706	-0.110040130519575
P340v4	P340	v4	-0.058927701	0.014232906	0.005848705	-0.01798471	0.068060937	0.033642822	0.086955939	0.051939565	0.113933424	-0.043532055	-0.0798102433180665	0.169300287473244	-0.422516761907385	0.0210975904494704	-0.153748648945821	-0.158247809877931	-0.138141680672031	0.0623687216780189	0.0436144044393005	-0.189235506806872	-0.159738039112112	-0.14622212781908	-0.0722138489246703	0.0409523178265892
P340v5	P340	v5	-0.003220113	0.004215885	0.007772753	-0.024866059	0.20134111	0.066329769	0.12346857	0.086081521	0.033642165	-0.016378415	0.0529109270734833	0.103459832253323	-0.460148073408888	-0.0433089399452893	-0.156908210737608	-0.274118560056499	-0.233883751625747	0.0083536061417313	-0.0573097170048704	-0.185648459514395	-0.205470667901193	-0.278700258971345	-0.0800149626204319	-0.0726787678190097
P340v6	P340	v6	0.005048062	0.002864119	-0.02271162	-0.026666056	0.115262301	0.069613724	0.135482887	0.057747911	0.030813903	-0.001718209	-0.0676316983593275	-0.00124299006471552	-0.490595733274853	-0.0988069484412534	-0.197214463997744	-0.287922964881947	-0.291917716002422	-0.0688729409810413	-0.139146642252298	-0.28854111094389	-0.239258445312659	-0.285088629028991	-0.15838071999454	-0.11532556344426
P340v7	P340	v7	-0.038187694	0.010528858	-0.011114096	-0.024734628	0.096589504	0.038623611	0.098862956	0.065549105	0.050069932	-0.040585038	-0.0341188451492064	0.11914980180785	-0.427434677226149	-0.0325820798775935	-0.144772300672225	-0.14087279224	-0.149149460577971	0.0604061272330193	-0.0697764348130405	-0.203422967258002	-0.149126894412773	-0.218661420617391	-0.0837773335850676	-0.0483492245656412
P340v8	P340	v8	0.08242157	-0.01366935	-0.025911879	-0.006998084	0.113768356	0.100438457	-0.015283997	0.099411107	-0.052655832	-0.021813054	-0.158388214008113	-0.0976659078478428	-0.317081693012085	-0.19543766061722	-0.159862323860637	-0.125249180125482	-0.347656901318451	-0.338512118640931	-0.2474586448512	-0.247932128892261	-0.191117854799817	-0.309244593494107	-0.262722255661247	-0.0485971902101009
P340v9	P340	v9	0.09007055	-0.020092754	-0.063314522	-0.030248771	0.081388917	0.076490447	0.069218601	-0.03122008	-0.011400674	0.034904973	-0.0412871190014341	-0.222934272756831	-0.537503806751224	-0.192113295332645	-0.169317020677779	-0.325456223208086	-0.368962955908574	-0.20613690823683	-0.308042278201109	-0.34537965943345	-0.27118221562817	-0.195609544766941	-0.335063129255616	-0.148967596199584
P375v1	P375	v1	0.047075365	-0.035668476	0.010636385	0.0235604	0.162361381	0.080725503	-0.051316725	-0.040044343	0.013588014	-0.029279947	0.009534979588577	0.165174625068944	-0.361195826410836	0.018502709622075	0.0642129478096687	0.0385222865334615	-0.212664034426348	-0.153402752097936	-0.103053425988147	-0.254489674003137	-0.0750672134545691	0.0867051747200547	-0.239377855712984	0.0862666024755899
P375v10	P375	v10	-0.023108469	-0.042286302	-0.045274249	-0.0306387	0.020554737	0.115657577	-0.044314457	-0.046657717	0.125172974	-0.03162545	-0.238023765292422	-0.218014867324516	-0.50700563005209	-0.222415055392994	-0.155656526363556	-0.0880256506966033	-0.209267505594852	-0.295672733957218	-0.305804428264418	-0.32204896620795	-0.246091174986211	-0.0795572485312457	-0.343228961907722	-0.0523121742369395
P375v2	P375	v2	0.008765373	-0.049080567	-0.042627055	-0.013176426	0.071997481	0.100353109	-0.053720171	-0.04806232	0.029944185	-0.026808074	-0.102530586353395	-0.215501055542053	-0.431267312305753	-0.17883583091917	-0.0945416905344063	0.0189959805644842	-0.183594283936286	-0.323873957623011	-0.344877719061124	-0.271196177347037	-0.233685098589367	-0.12937177430372	-0.273747730767557	0.0612375876658137
P375v3	P375	v3	0.025286836	-0.020020376	0.02262867	-0.01283266	0.034540818	0.071219038	-0.035100649	0.049834337	-0.002445245	-0.045084086	-0.177734676172164	-0.128351896636711	-0.473454607129595	-0.0995518196213655	-0.237096644392157	-0.2667586324694	-0.177206890624497	-0.239160444638148	-0.0808771242252835	-0.257459229382262	-0.133486086903196	-0.148398613101786	-0.206728246462453	-0.0933761564215631
P375v4	P375	v4	0.039959467	-0.048065876	-0.036381851	-0.018641615	0.079400467	0.120800421	-0.050607716	-0.047538816	0.018037325	-0.024903876	-0.16552167894832	-0.228352201190485	-0.462770759954487	-0.222941662836325	-0.0888666865330519	0.0103808851931358	-0.242323754413836	-0.354014765205436	-0.341958817542308	-0.308838305898524	-0.258212436604996	-0.138085563440647	-0.341399116062957	0.0147475288399665
P375v5	P375	v5	-0.01324258	-0.043496809	-0.047079955	-0.027552129	0.025685973	0.1132343	-0.040190079	-0.046985156	0.076983996	-0.02985795	-0.230425275194539	-0.204917327281283	-0.502639289013712	-0.221356065621635	-0.174504683474707	-0.105271046128764	-0.236893392047405	-0.297000803028047	-0.324587635630009	-0.350695186019295	-0.265220735289487	-0.11820337935949	-0.36387478056427	-0.0611791378884367
