Patient	SampleName	lymphocytes	m1macro	microgliamacro	granulocyte	endothelial	astrocytes	astrocytes2	oligodendrocytes	ependymal	neuron	Angiogenesis	Apoptosis	Cell_Cycle	Differentiation	DNA_damage	DNA_repair	EMT	Hypoxia	Inflammation	Invasion	Metastasis	Proliferation	Quiescence	Stemness
P375v6	P375	v6	-0.018166205	-0.044004478	-0.036214873	-0.025331473	0.050247895	0.112878817	-0.047040308	-0.046529248	0.078230824	-0.028808901	-0.205854368069729	-0.214710015831854	-0.497715417073768	-0.199984635033246	-0.151268481633729	-0.095639787902286	-0.20322862813343	-0.331948390594148	-0.326341920526552	-0.33866014832112	-0.232500761197498	-0.0916134959273231	-0.345152144022034	-0.0509824927110437
P375v7	P375	v7	0.011396036	-0.047784079	-0.036684933	-0.026977988	0.094290942	0.125116817	-0.046384586	-0.046951892	0.017613927	-0.027876755	-0.1125748126382	-0.257076413359208	-0.445017184076587	-0.143753380219696	-0.107983026940989	-0.100948040389662	-0.199140747776191	-0.284817542209707	-0.333412185032254	-0.287654799679401	-0.163394983672103	-0.0776962048195314	-0.329362630638351	0.0137476283978215
P375v8	P375	v8	-0.035172994	-0.01928063	0.050609804	-0.00528289	0.013790852	0.045898779	-0.039280268	0.067732077	-0.014578087	-0.042542518	-0.166455823596034	-0.118441060333701	-0.523850952927392	-0.049212937582989	-0.305660659289071	-0.394529587176766	-0.155298246693482	-0.173072519508997	0.0658731511490269	-0.194900853473423	-0.0724564822337193	-0.120158627882379	-0.0890052331287197	-0.111877169716957
P375v9	P375	v9	0.023247379	-0.043695325	-0.048486558	-0.020736161	0.058756865	0.10861678	-0.049716477	-0.048416603	0.031985931	-0.025860558	-0.142280490673562	-0.284708912573979	-0.435101692690738	-0.245628484323055	-0.14882553924449	-0.0414084856194331	-0.246871011446703	-0.394734066273223	-0.349825658224692	-0.364703442950782	-0.233015279182287	-0.178139087175401	-0.399228298001591	0.0219154640127469
P413surg	P413	surg	0.176760776	0.24562925	0.109403496	0.037068453	-0.072809752	-0.085731367	-0.064552709	-0.013722476	0.13281543	-0.06242913	-0.250786164913385	0.452783570442487	0.600454925371921	-0.0444717175060159	0.44267376637147	0.893676480413145	0.308713981301095	0.0509792099648979	0.147832317066452	0.679153617114856	0.213500936548569	0.118575763721767	0.0993331968758281	0.0980608446597177
P413v1	P413	v1	-0.023361195	0.000851095	-0.026759924	-0.003996567	-0.091996319	-0.10753463	-0.053265982	-0.056431948	0.037653792	-0.055186303	-0.0225748375126414	0.072982954808438	1.64135801518099	0.0828223693268814	0.565483016082751	0.833497871313601	0.520362450022583	-0.167734354026518	-0.137575602046493	0.426442424761784	0.369600123022519	0.420146189037039	-0.14114087057728	0.300139132833275
P413v10	P413	v10	-0.003311667	0.185807016	0.065432168	0.044518413	-0.071906004	-0.090634274	-0.039673197	-0.036407817	0.122377059	-0.060474441	-0.101391324962876	0.199525592346607	0.152832550820715	0.085767092932798	0.106231231855	0.0879859845623938	0.308327724694902	-0.0749925329728043	0.204665867393737	0.381168834445641	0.290066223217906	0.088971947225425	0.0381319231389745	0.0467294195655949
P413v2	P413	v2	0.061263714	0.013784908	0.018205341	0.030535217	0.071523704	-0.092102113	-0.037875588	-0.050919114	0.026387083	-0.059003707	0.886039206064009	0.161916923939853	0.605172192195437	0.281623564108276	0.182236695491638	0.157264057058675	1.13731919679555	-0.0822326350490639	0.0882435323413632	1.06940422723461	0.555345728452875	0.278781740398102	0.355609063541421	0.211932634452889
P413v3	P413	v3	-0.035275996	0.042485357	0.048213458	0.031763688	-0.094108397	-0.10600408	-0.062159311	-0.056882221	0.048715625	-0.058679863	0.347679499525817	0.187206386906382	0.562377537874075	0.331242136670618	0.290091293533014	0.109041234295522	0.99897082786471	0.776135564970949	0.710364521827128	0.750933949231541	0.840217422973372	0.486794915534852	0.281577062923347	0.106281323886629
P413v4	P413	v4	-0.011932553	0.068640435	0.072276515	0.03593189	-0.081716911	-0.110960129	-0.064445656	-0.056897021	0.02882397	-0.057080477	0.499006388829924	0.237944757447631	0.399703398149278	0.310110455805971	0.206582745013145	0.0632330952164091	0.95220182826004	0.752357128399074	0.721674596965855	0.815364471086665	0.755880708665282	0.394410761048258	0.403787776139617	0.084127882829301
P413v5	P413	v5	0.035844493	0.151438281	0.163564866	0.038845732	-0.000386151	-0.062936685	-0.049906458	-0.011094864	0.002070938	-0.050740624	-0.0373098914926458	0.206517038808138	0.462107361586475	0.136747699237625	0.147423110487793	0.13436683124717	0.130065728821904	-0.165754034900553	0.207318295070776	0.250940855486332	0.132229923677256	0.229713806568248	-0.0127946289362482	0.0413827448854247
P413v6	P413	v6	0.018462419	0.121891525	0.160292117	0.155126918	-0.055526579	-0.087146306	-0.045805988	-0.02869294	0.025641643	-0.063166154	0.267958745505065	0.33128300091633	0.179219964955812	0.299427366655855	0.126086384904794	0.0387684684614527	0.634803661812512	0.0841557304432234	0.437671738377567	0.818467550684129	0.466049525696893	0.320738607269725	0.391146192536405	0.0792607841807897
P413v7	P413	v7	0.019042718	0.160067764	0.109342088	0.055562746	-0.090020424	-0.097788604	-0.047608054	-0.045001002	0.080210309	-0.062020831	0.0789937137605149	0.201647525105254	0.185752508232354	0.0999993091367058	0.108025925627609	0.0431356188287866	0.511915065562112	0.22081626376757	0.385558277342911	0.519065131445979	0.371808680415529	0.198513936223943	0.0748690977953332	-0.0277456831039332
P413v8	P413	v8	-0.021921439	0.123807903	0.100908746	0.050628351	-0.049742171	-0.107010896	-0.04811351	-0.053421881	0.059452983	-0.061787767	0.689942587130847	0.21331207779063	0.419437227495098	0.198324834968714	0.17756289294072	0.107404519581024	0.906150375097238	-0.0811948330842842	0.326850899800832	0.915204241013657	0.597907414815752	0.274635215580223	0.0507862182745972	0.091307159837508
P450v1	P450	v1	-0.02912592	-0.039558555	-0.063423212	-0.019676056	-0.03725131	0.023985974	-0.035866728	-0.006654495	-0.063434618	0.035598051	-0.154696991083269	-0.151579169823987	-0.02647915681374	-0.142469255885857	-0.0219101235308806	0.155688610093846	-0.248852250621973	-0.292826274611824	-0.364433015229851	-0.28677924911587	-0.192416952050397	-0.184972569325016	-0.213133698435954	0.00967212372657508
P450v10	P450	v10	0.120983245	-0.028046548	-0.083065782	-0.026758762	-0.034867267	0.049834848	-0.058688861	-0.044369317	-0.046979413	0.047394008	-0.228488889959669	-0.150399678064205	0.145682901961279	-0.158718787677209	0.327578534201652	0.599329010990309	-0.263936310673826	-0.263025061507114	-0.475553786103658	-0.229564326240061	-0.267020256843195	-0.166914633616797	-0.158159384712786	0.0535213751130733
P450v2	P450	v2	0.21832791	-0.007620697	-0.081265194	-0.024123832	-0.012821069	0.052866169	-0.045717031	-0.0451538	-0.026568579	0.054123589	-0.110726437822851	-0.155936335461217	-0.165852056153207	-0.228584738738905	0.180369260390601	0.246636156063842	-0.354990138838426	-0.190506443913563	-0.376905295969139	-0.349182194034899	-0.238137783946363	-0.155144785795095	-0.183508052774009	0.0910410379838118
P450v3	P450	v3	0.22161328	-0.004609563	-0.078563527	-0.016627273	-0.010499408	0.044191627	-0.040535202	-0.043687082	-0.037745087	0.042083336	-0.115506408849144	-0.209830911490537	-0.224517778573856	-0.286975517944122	0.154607600548465	0.258585541451058	-0.388471781037681	-0.314979659027104	-0.446132070152403	-0.357472377725473	-0.268799838893149	-0.235892639822098	-0.196966479972293	0.156705624925038
P450v4	P450	v4	0.000295525	-0.028593044	-0.072144632	-0.02388587	-0.034609893	0.05646662	0.032544055	-0.027945662	-0.042208863	0.098706258	-0.213044087051134	-0.263084237640607	-0.445894956090446	-0.221378612099861	-0.253021727127225	-0.250910240731819	-0.306600862180506	-0.236658868765083	-0.404423485704067	-0.285313692326411	-0.287590866683712	-0.288299763160076	-0.284839873529265	-0.0865461688839674
P450v5	P450	v5	-0.013400692	-0.0288008	-0.059252618	-0.020008493	0.0109363	0.035652622	0.031745988	-0.027960032	-0.043893266	0.069106091	-0.209098610220958	-0.224594749204978	-0.493319015630448	-0.186083315861855	-0.261744595468849	-0.309860840744789	-0.306288924538875	-0.226168317513337	-0.313140372558212	-0.313923617721082	-0.266156989019242	-0.299027443058375	-0.208695521889498	-0.125885659388599
P450v6	P450	v6	-0.00319657	-0.021602016	-0.055227345	-0.022288809	-0.023613017	0.028077887	0.005114402	-0.018982179	-0.04862801	0.028224941	-0.243957335188784	-0.202997941067288	-0.453450716881365	-0.19695848527872	-0.215113889475446	-0.218444987493228	-0.31321719542725	-0.292542769857728	-0.324319987545016	-0.289779104330081	-0.276372350181456	-0.271628846234484	-0.306398038524316	-0.126137360797417
P450v7	P450	v7	0.012887134	-0.033130563	-0.075016121	-0.027070365	-0.043608824	0.037777674	-0.014540143	-0.03556837	-0.057124985	0.067758896	-0.165276773127492	-0.197115155269804	-0.219525938483405	-0.151171236418476	-0.0850069229542961	-0.0478009833006063	-0.273840130899419	-0.241546040954838	-0.388932304163344	-0.265885690854531	-0.277178695976727	-0.25758784483391	-0.179355769697464	-0.00408826118055145
P450v8	P450	v8	0.117068266	-0.035191309	-0.070752196	-0.016352823	-0.044312535	-0.003343726	-0.065846162	-0.04151958	-0.055162798	0.020326655	-0.21948314907967	-0.0980673922513945	0.032969220508719	-0.132629121694467	0.36094017051065	0.502183607698865	-0.279084326469892	-0.227523254048336	-0.437745623515335	-0.240469564146971	-0.216521750849287	-0.103472237975263	-0.202009940645064	0.16238833625405
P450v9	P450	v9	-0.019945395	-0.030396603	-0.061363187	-0.025462849	-0.002790843	0.019002594	0.050749298	-0.015450836	-0.052324316	0.054276511	-0.192747326842467	-0.224953420583358	-0.350115954553131	-0.207403925395477	-0.232512735372692	-0.25229843895436	-0.278709478838129	-0.229284846686857	-0.331830244467244	-0.318339968586075	-0.269382162060038	-0.304181244514343	-0.313334472069712	-0.122957190146904
P452v1	P452	v1	0.138727896	-0.028348351	-0.072534655	-0.026563794	-0.056291364	-0.024763824	-0.082960406	-0.039786904	-0.043967955	-0.006614797	0.0556692952132891	0.182179354579921	1.12901555791686	0.0652667339096349	0.33228270493973	0.603022998056608	0.0253583247437205	-0.161765756415984	-0.288205034379777	0.0353433696936634	0.275038630880219	0.293269741895053	0.1320318544542	-0.0195367054147603
P452v10	P452	v10	-0.025130045	0.039047209	-0.031499298	-0.02013002	-0.041608471	-0.037965998	-0.043345271	-0.027789399	-0.074923926	-0.000492004	0.0094394371940006	-0.148523398386608	1.39120616089562	-0.0617168304517775	0.112905963788322	0.270824100682203	0.0557467442108171	-0.338710366415073	-0.237175008111788	0.034816667374586	0.0864731536967652	0.414802008149268	-0.168247652585613	0.0447676795601253
P452v2	P452	v2	-0.051332364	0.024468826	-0.055884451	-0.002512691	-0.05621259	0.023693326	-0.073750989	-0.041438642	-0.059729688	-0.012218743	0.0298608195084921	-0.153004775886706	1.72310916020572	-0.0899612469680489	0.385730392489032	0.801391600779869	0.138158264541381	-0.465537725765562	-0.330209295047692	-0.0739596226430852	0.0913538856083557	0.474375371740282	0.0671456222957393	0.13560339026692
P452v3	P452	v3	0.048001148	0.016648141	-0.060760868	-0.01093055	-0.08542578	0.029330989	-0.076904284	-0.046914657	-0.051601979	-0.01729033	0.205113634841485	-0.161013460098615	0.510947083435485	0.000516590295105008	0.0041303985394947	0.168704048842251	-0.0415252845444913	0.564050614839399	-0.134922460151318	-0.17814865805692	0.157013046043367	0.198267223410813	0.264967308780236	0.0708462997180854
P452v4	P452	v4	-0.038816719	0.051695417	-0.033253698	-0.022075236	-0.041079573	0.030572999	-0.053792662	-0.034226944	-0.067664401	0.005161985	0.014807166197223	-0.229914854421964	-0.122631913549971	0.0175773917096796	-0.204060313627768	-0.118443333040249	-0.174139605398354	-0.24221459192204	-0.165144158934834	-0.33898808927512	-0.0507469853949086	-0.00259765686974706	0.0647849931181202	-0.0535141790994711
P452v5	P452	v5	0.014605212	0.076736463	-0.044014385	-0.019331548	-0.042082132	0.063748472	-0.048518208	-0.036279517	-0.056744858	-0.001762366	-0.108809432445816	-0.256738095852135	0.00581092292519042	-0.0747904657753466	-0.180821456915379	-0.0631379504846427	-0.237658831195073	-0.316344985836553	-0.235289905985616	-0.33054744788994	-0.0970035845625142	-0.0758874613099972	-0.0612451847665818	-0.0998319441762096
P452v6	P452	v6	-0.036424703	-0.026719983	-0.062294478	-0.027425737	-0.033741774	0.058305968	0.036111219	-0.031797775	-0.063873387	0.067001156	-0.143824777966953	-0.289638375734866	0.0262583239540811	0.00253312564065627	-0.193794295201274	-0.115411716732662	-0.104735466238713	-0.240488804009297	-0.343167759989708	-0.429398219316759	-0.131915976949713	0.0280381478619756	-0.169351313264888	0.0229830344859588
P452v7	P452	v7	-0.003034804	0.020193645	-0.011334319	-0.012187949	-0.035988897	0.057455432	-0.045165099	-0.032552643	-0.056567025	0.01266217	-0.0836014026784794	-0.14641905121867	0.20682706146412	-0.0903712844978102	-0.160221615889252	-0.0683007451403367	-0.089207631345055	-0.290845008444983	-0.186026406629086	-0.222328515120461	-0.109897770071155	0.0288856372768288	0.0256398415200192	-0.0718609003981457
P452v8	P452	v8	0.075416571	0.060945267	0.011568279	-0.001777995	-0.058933687	0.043259438	-0.068516364	-0.030854393	-0.041791813	-0.03539843	0.0557692454590008	-0.0364489589781951	0.321297866884667	-0.0442932167506664	-0.0527915610550501	0.0576138286725145	-0.0279420870184885	0.339958561645973	-0.00640814898359632	-0.113874824237779	0.0687161330008005	0.161058294232533	0.284255514311741	-0.0496563935659802
P452v9	P452	v9	-0.043626429	0.0372381	-0.035188839	-0.015863726	-0.006164492	0.044309018	-0.026820544	-0.033673539	-0.060613819	0.011734886	0.0423727078396937	-0.214200698949286	0.0324187846857101	-0.00822071170318031	-0.219807086154482	-0.149214685074346	-0.013663719178266	-0.223752254953395	-0.262474407722505	-0.306552370996031	-0.0508530810740844	0.0909632394694799	-0.0110028361343893	-0.0610874678270768
P453v1	P453	v1	-0.060371388	-0.047549897	-0.029226026	-0.026017496	0.112937902	0.16857427	0.185527945	0.127337126	-0.049829606	0.151382755	0.0119310495673379	-0.0976615638003338	-0.543879920289417	0.0266110986934796	-0.387075296128967	-0.574654706379191	-0.284953002949893	0.172725029525642	0.361844799298992	-0.29050745335905	-0.186266416514354	-0.237873697736682	0.306172234138202	0.0124870605219695
P453v10	P453	v10	0.109010267	-0.047756822	-0.018783303	-0.030834696	-0.060653231	0.038585465	-0.019030674	-0.034090633	-0.017740791	-0.021212084	-0.206237497258763	-0.0331583468840765	-0.0661091055816267	-0.163109382546304	0.0304062076101822	0.0996107301429275	-0.245124630088079	-0.327634292794439	-0.338676102528083	-0.193400044330162	-0.204788369283705	-0.0505668836633398	-0.297977400702373	0.0634839993758265
P453v2	P453	v2	-0.03199485	-0.036374097	-0.00078284	-0.027923972	0.188465282	0.155789392	0.21099794	0.115062758	-0.043692824	0.092520131	-0.0196492010370722	-0.1385056346304	-0.551477008851041	0.0258825858625591	-0.373131660369946	-0.567030328149807	-0.282111319677048	0.0124445152539423	-0.0224931053303108	-0.352102782106886	-0.178964882299347	-0.273941767269084	0.0413652717993786	0.00855157998966614
P453v3	P453	v3	-0.049624937	-0.045868533	-0.038745343	-0.032184183	0.211576411	0.228958189	0.347987724	-0.002372121	-0.01458418	0.261879145	0.0580719031841078	-0.108155512125509	-0.598768410434305	0.100250663221519	-0.386497119825704	-0.612097507922275	-0.162340656798898	0.190909404651802	-0.116951396068511	-0.331022073402223	-0.113725114059189	-0.233255138466198	-0.00300682363194187	0.0818543646511809
P453v4	P453	v4	0.112706013	-0.039519549	-0.002533547	-0.023967953	0.001728988	0.081533231	-0.022482576	0.141150987	-0.035811881	-0.039451824	-0.248694624388229	-0.0646013520797718	-0.292868557132207	-0.162039556042187	-0.0359562165200108	-0.0666233299591094	-0.39112993355712	-0.269734796108221	0.0162413361930392	-0.278403811466968	-0.262051966380366	-0.246493614552804	-0.0657902475689534	-0.0280696726283682
P453v5	P453	v5	0.223841651	-0.04537635	0.013555937	-0.032228466	0.012388978	0.02800223	-0.018040557	-0.026876954	-0.025019198	-0.02266091	-0.203239561194312	-0.0535386061941553	-0.30382567931725	-0.13686758965499	0.0747144022640131	0.114024901601536	-0.345831168312186	-0.397368387870783	-0.230921332735502	-0.191033886009979	-0.249487661788351	-0.187109716441909	-0.281893967290615	0.0881106465569933
P453v6	P453	v6	0.100950831	-0.029504551	0.075911713	-0.028960443	0.013198391	0.032146559	-0.000419413	0.004262968	0.054727723	-0.035488711	-0.305706143779827	0.0303400904318812	-0.404924066354691	-0.015603801534145	-0.122977846589516	-0.179655963525447	-0.30534932420182	-0.275387930128537	-0.122657824480336	-0.206800285586649	-0.20769457811077	-0.131413806786343	-0.201042320129563	-0.0296219728898946
P453v7	P453	v7	0.064821284	-0.024234523	0.044486817	-0.026147652	-0.010973842	0.011137492	0.003156751	-0.031136736	0.075238227	-0.033910925	-0.247833524118616	0.00609486126014828	-0.468198919789962	-0.0284848419263052	-0.167697035618158	-0.227506000661295	-0.308552565132368	-0.274015283247332	-0.111754087924658	-0.252941020226117	-0.169398915119163	-0.0468567881887596	-0.254710812164832	-0.0258207723354563
P453v8	P453	v8	-0.017652328	-0.019905465	0.055998125	-0.026491681	-0.004667007	0.026284054	0.020767893	0.023907384	0.070354351	-0.042442785	-0.296549237836417	0.103348385025714	-0.532535236548255	0.0545396058391969	-0.258003536886916	-0.321791930111143	-0.251816044886673	-0.0733724516415141	0.000939721601637137	-0.290231798729189	-0.129869042395433	-0.0522816224759394	-0.17020682382096	-0.096529243861606
P453v9	P453	v9	0.177761175	-0.039466728	0.052757813	-0.025479362	0.003619026	0.061260682	-0.023006501	0.001048279	-0.019220562	-0.032976041	-0.233958966485741	-0.0235471839749874	-0.249957769071142	-0.0701637949082318	0.00734377879437167	-0.00920237567733934	-0.304205076009087	-0.316417407825812	-0.188258749904801	-0.197227504686111	-0.180498882439955	-0.0841072826303423	-0.256115449755756	0.0770368865203648
P454v1	P454	v1	-0.053516431	-0.000812713	-0.040519372	-0.01886025	-0.059666173	-0.089463425	-0.058887389	-0.052809894	0.072297061	-0.054373521	0.218912174538921	-0.0539366652915429	0.566331565934266	0.0350470042016401	0.148674121746522	0.364641675089692	0.382114423361103	-0.267081937009647	-0.20170091655183	0.467298675021971	0.150493327853495	0.0662435799208545	-0.0862628564668719	0.0644777650959359
P454v10	P454	v10	-0.035038635	-0.001838981	-0.035468325	-0.016704722	-0.058412002	-0.102051975	-0.066531698	-0.054423655	0.07044433	-0.055951093	0.286570614114575	0.0126702670654582	0.602013486011983	0.0599852092883629	0.190192120474435	0.366127327040645	0.45370384031132	0.000786230782560664	0.0112485658938106	0.541897906203828	0.247945515459624	0.11753112837331	0.0417965060057401	0.0425223450181917
P454v2	P454	v2	0.067144651	0.01815866	-0.037405162	-0.011278727	-0.089453595	-0.081954727	-0.055527747	-0.05739247	0.090894401	-0.058137577	0.0915291902569498	0.232088116332521	0.765548109576133	0.00972822526373976	0.449288367198864	0.672624989172025	0.291599195113321	0.456678040311224	-0.100292825045114	0.573053298238084	0.24730314432853	0.314170262199263	-0.00963426691722099	0.0902215516922078
P454v3	P454	v3	-0.054719952	0.290256658	-0.004062512	-0.00106651	-0.072009492	-0.106183886	-0.06976453	-0.055304761	0.037879429	-0.05133593	0.127084400704296	0.109694355938333	0.664252794795006	0.0304681430574028	0.266434051115002	0.409986820352044	0.237677409748539	-0.294948271218596	0.0242985929581352	0.543914244738409	0.215548099778199	0.170781659995619	0.245820323569415	-0.000288793112929826
P454v4	P454	v4	0.004969112	0.113303617	0.050293577	0.008814458	-0.075193149	-0.10535087	-0.072943259	-0.056436106	0.049551989	-0.060294111	0.429668114577801	0.243482555859321	0.252261903159973	0.211749693042065	0.179110578745911	0.170898339113334	0.713018659832586	0.603389058133821	0.712237216284069	0.84132510176922	0.546472348094177	0.212577595058424	0.333540709628711	-0.0314284674300464
P454v5	P454	v5	0.131310631	0.012868456	-0.004723621	0.033768658	-0.064269088	-0.090773434	-0.073515082	-0.054616181	0.057953963	-0.059030888	1.15272113912524	0.541816736724086	-0.210282209511344	0.398969762159024	0.39012249991649	0.210615259165701	0.766210395374498	3.01984308559223	0.895429632355674	0.805672938754369	0.954474353357298	0.408277770288561	0.694175104736079	0.0706712020655
P454v6	P454	v6	-0.068789827	0.264448998	-0.012486466	-0.001593861	-0.07262168	-0.104821578	-0.069637401	-0.054906521	0.044120826	-0.053692895	0.182532170369085	0.177353366578272	0.649059984949865	0.112545133062812	0.276560792963405	0.460256494131601	0.284050822957192	-0.234287600375833	0.070953057054691	0.551397428153703	0.28975866385755	0.163754491863826	0.194831455923155	-0.00607643006127833
P454v7	P454	v7	-0.017875833	-0.010077824	-0.056472923	-0.023048453	-0.078037609	-0.091247919	-0.055635624	-0.054486163	0.070466274	-0.049094972	0.0510888530435731	-0.0545353228308325	0.746529564891423	-0.041395990415933	0.20568224681714	0.494658582202025	0.310386150992862	-0.20113567317617	-0.250486630928484	0.439460816203062	0.0787369023849098	0.0783618289507034	-0.067265406011647	0.032803543191923
P454v8	P454	v8	-0.040987484	-0.025325942	-0.014217372	-0.024595658	0.065758554	0.06270823	0.146996818	0.042511126	-0.040730847	0.145404577	0.358482982466777	0.0317726331583251	-0.496687847713284	-0.0280221176103422	-0.355757491073687	-0.559693324301726	-0.0338661481145381	0.155635755386381	-0.0400581840465585	-0.0345430436868208	-0.103609836213752	-0.189527311632514	0.201848984822382	-0.0281087840759101
P454v9	P454	v9	-0.002287503	-0.026680836	-0.035580891	-0.023569041	0.005664597	-0.041671043	0.028045105	-0.014636164	-0.014217149	0.032095145	0.0668079304708512	-0.0772020726792485	0.213770260531633	-0.175157722849894	-0.0950638859564127	-0.0630870757494426	0.0724554391727495	-0.163261177936972	-0.23524603285022	0.143612587835806	-0.108417404190425	-0.0934617229045241	-0.0367629356988066	-0.0684511658814391
P455v1	P455	v1	-0.011805318	-0.034904559	-0.03742659	-0.02325054	0.03991289	0.090323335	0.175520676	0.016987415	-0.02087428	0.162838457	-0.251395492846686	-0.128720068609527	-0.546348938677073	-0.141835845441253	-0.338742301603429	-0.390804410312255	-0.287840745228162	-0.0180564930316951	-0.29439972216825	-0.315578713490575	-0.282314792125999	-0.312476687279017	-0.245100118150385	-0.104022691616259
P455v10	P455	v10	-0.094621439	-0.044360849	-0.052052513	-0.025187852	0.079870559	0.10782744	0.178270274	-0.005207943	-0.026088605	0.199961198	-0.00337472125033783	-0.162924932136234	-0.584181186104075	0.032950162171196	-0.376432867678889	-0.516442207486818	-0.162524352121221	0.0294181606544895	-0.273024270322296	-0.311479019737992	-0.220194237383603	-0.235855939439664	-0.179864793391445	0.00596848010277947
P455v2	P455	v2	-0.059122703	-0.026283359	0.034672746	0.015640144	0.0426879	0.130947567	-0.034775754	0.245745431	-0.060889371	-0.034653301	-0.22944561548435	-0.0340490842160094	-0.441881439517733	-0.0532596831702347	-0.227717776341745	-0.329802363390552	-0.230720692632032	-0.154621734639783	-0.03464474486561	-0.157199053233763	-0.168211413989818	-0.331587539093321	0.113003765922288	-0.0330054231035893
P455v3	P455	v3	-0.037213496	0.012762057	0.134870245	0.029033659	-0.042802979	-0.055724306	-0.072207757	-0.017409496	-0.062347552	-0.02696034	0.0770075850479768	0.244805614230357	-0.246765664112434	0.128633054717903	-0.219947202250209	-0.321055246875504	0.242009087101411	-0.0793778407625987	0.219798186470686	0.224836313092324	0.138192116291548	0.179475784438307	0.325980713002022	0.00204529876082202
P455v4	P455	v4	-0.057015904	0.001911797	0.12514358	0.02661105	-0.067307613	-0.065948696	-0.073493844	-0.033621152	-0.058294085	-0.018839131	0.156305750518685	0.221664433433581	-0.273891076701469	0.144845632286393	-0.188237534606959	-0.326603888424841	0.280431294790781	-0.0115231586291265	0.205323233776984	0.281691225373736	0.239751532275737	0.174015009265125	0.283477676819802	-0.0165605372364627
P455v5	P455	v5	-0.056606859	0.007127772	0.111457318	0.005624496	-0.08169877	-0.067054124	-0.075750383	-0.042038349	-0.033254732	-0.034301706	0.412629721853623	0.287002695876296	-0.261149292241435	0.175505095342686	-0.182613049901274	-0.269804167833155	0.531665401412629	0.169500005767507	0.310875128003774	0.643598706843369	0.371766351598724	0.177087325107934	0.556555577265026	0.0300649241264639
P455v6	P455	v6	0.028377684	0.059665913	0.200873073	0.087385608	-0.077000114	-0.081220887	-0.080675236	-0.042747384	-0.049955752	-0.052849061	0.6138053271075	0.545779807504762	0.100155915232095	0.554253127430392	0.222003220682568	-0.0371794537981262	1.6890169893292	0.80133901427985	1.05068973608387	2.12095100308805	0.833338348899264	0.614092573254494	1.2389672708857	0.180686235196428
P455v7	P455	v7	-0.086149485	-0.003500354	0.061878541	0.002031731	-0.083611701	-0.068316091	-0.073604251	-0.045132629	-0.055475259	-0.031197661	0.376054003217133	0.225851906236554	0.0253042684240678	0.19655312652594	-0.0268284247701179	-0.175882365022864	0.815578872388096	0.189413466152336	0.307447154746025	0.841191523704076	0.462765191411437	0.17888259538695	0.645912854793641	0.0229873229012505
P455v8	P455	v8	-0.05172922	0.003931973	0.035983861	-0.001439004	-0.054191192	-0.056279456	-0.067677698	-0.02905185	-0.057014621	-0.017224705	0.112670753262688	0.0697942905551032	-0.0946880531661657	-0.0213144915431848	-0.228499077198878	-0.210361757337429	0.282284958761338	-0.117303986017213	-0.0407060923642724	0.235690467414562	0.112670855177339	0.0820411737439357	0.11758437210436	0.00322277616968989
P455v9	P455	v9	-0.024653645	0.038966808	0.152649547	0.019135016	-0.074811584	-0.073754253	-0.07507912	-0.036776819	-0.051768756	-0.043547826	0.286080808639817	0.398039513475593	-0.155083380815616	0.250473914424276	-0.0928792979691647	-0.235797426445093	0.508515314358137	0.194529599920706	0.366097270349527	0.608022668012358	0.425193529695786	0.251343316236674	0.538840840129446	0.0338576035485317
P457v10	P457	v10	-0.01941998	0.032007981	0.064337925	0.021368685	-0.097585902	-0.113888594	-0.0466714	-0.055723957	0.030890184	-0.046336287	0.872328452647459	0.466088013059455	-0.038075878820339	0.460185838186427	0.236538594203703	-0.0175485476692422	0.928197046517986	2.32664245139255	2.99691042537784	0.631654628668301	1.2937842465079	0.438152605383623	2.00408926955148	0.161262658797874
P457v2	P457	v2	-0.051810761	0.065896778	0.215604025	0.085307919	-0.079271354	-0.070834255	-0.052658768	0.047098561	-0.037631737	-0.056259038	0.403114359363166	0.69890819703589	-0.388972804502388	0.634886798842936	-0.0376657439196238	-0.324922321793195	0.730668377696778	1.66432264245263	1.51475163551683	0.698708742151927	0.658016765620367	0.386441656696158	0.911018498019781	0.0665637616049889
P457v3	P457	v3	-0.072488718	-0.0066222	0.043590423	-0.014773298	-0.03672428	0.13879946	-0.040394467	0.320576365	-0.044739726	-0.042453668	-0.393997036871691	0.116655503952596	-0.386423118970605	-0.0605204806096495	-0.194067405406394	-0.141176960353323	-0.321252499168193	-0.127148415502908	0.0346198609291117	-0.149235413397962	-0.24991632407654	-0.373350970504136	0.115446501658492	-0.0535219188938451
P457v6	P457	v6	-0.063057934	0.01583725	0.17061462	0.025969778	-0.033073925	0.092325351	-0.042038471	0.236963234	-0.06272031	-0.044412333	-0.276812963693358	0.258395959662133	-0.459968898944924	0.0994495872649534	-0.203181884266804	-0.371324266472115	-0.204923692705886	-0.208873877107042	0.207194960673856	-0.0224053247649742	-0.132108159646281	-0.128624295353456	0.164376645036116	-0.102001974133757
P457v8	P457	v8	-0.053812781	0.019279221	0.02823922	-0.00796568	-0.088007412	-0.109284551	-0.008479685	-0.052631201	0.007417664	-0.027710717	0.337824516715192	0.256453367723208	-0.200914755168056	0.232300201442368	-0.0435223512395317	-0.150591849469952	0.367599505211985	0.833797120102162	1.31692988255774	0.311452757545212	0.583175920501359	0.249039330823418	0.604559471611159	0.0893671750629767
