""	"Angiogenesis"	"Apoptosis"	"Cell_Cycle"	"Differentiation"	"DNA_damage"	"DNA_repair"	"EMT"	"Hypoxia"	"Inflammation"	"Invasion"	"Metastasis"	"Proliferation"	"Quiescence"	"Stemness"
"P327v3"	-0.317138964982866	-0.25830160986128	-0.497502076631556	-0.224595474661522	-0.231079769171641	-0.229471820114084	-0.217945671005894	-0.284720584689393	-0.370600586662774	-0.308666886229838	-0.307175747615497	-0.222702078645573	-0.330273774935306	-0.117698194556809
"P327v4"	-0.390460760327152	-0.290947992450646	-0.406474187183256	-0.314200341636066	-0.151056531037844	-0.173429743229431	-0.267212433751532	-0.285453501202071	-0.415269375600189	-0.285014738826825	-0.336862747067671	-0.295312573490031	-0.315785270462806	-0.100465403177833
"P327v5"	-0.261862402681433	-0.181583497225032	-0.436640040072448	-0.142426471820177	-0.169176600381986	-0.163838544810627	-0.180168954032158	-0.273474908352007	-0.2748223986335	-0.242559676245732	-0.241295370126922	-0.093136554512958	-0.264543890161373	-0.0860610259613576
"P327v6"	-0.279141365808823	-0.100493215447643	-0.524484643670835	-0.139857358517873	-0.195740520935482	-0.286190779965674	-0.220952028889654	-0.148140235921526	-0.273499020073984	-0.262634897780476	-0.257674979725027	-0.159267331269956	-0.184278999413189	-0.0981368553361125
"P327v7"	-0.278062471012085	-0.150857150418252	-0.467143345831919	-0.135982561648593	-0.167908775911453	-0.246198404244225	-0.200251566745569	-0.187897542071027	-0.155944695469957	-0.238960723773454	-0.213087605258625	0.0131101580166975	-0.177555276941023	-0.081030322615713
"P327v8"	-0.219936411470715	-0.0608879840348171	-0.532208143784607	0.0288089528222031	-0.243605516557094	-0.353445862653514	-0.206141151256759	-0.149964080396892	-0.0203466385227274	-0.27917171587352	-0.141344397148284	-0.0569468607083464	-0.112556951794773	-0.132820945724816
"P327v9"	-0.20774037747544	-0.090793379715535	-0.562216860580681	-0.00587697056468302	-0.161812377064115	-0.363442587101077	-0.317627922210713	-0.293880988651283	-0.0916608598770163	-0.294838101274779	-0.224620702230062	-0.0859533667092902	-0.0705872425920735	-0.134260633623391
"P327v10"	-0.29530671659989	-0.114890850558784	-0.507142430661404	-0.081818014817686	-0.240047721526054	-0.259692546874361	-0.275915644554702	-0.311784351486584	-0.16238363036023	-0.310885817797995	-0.207983059540018	-0.119368221308782	-0.219785146225474	-0.0666437549259324
"P375v1"	0.009534979588577	0.165174625068944	-0.361195826410836	0.018502709622075	0.0642129478096687	0.0385222865334615	-0.212664034426348	-0.153402752097936	-0.103053425988147	-0.254489674003137	-0.0750672134545691	0.0867051747200547	-0.239377855712984	0.0862666024755899
"P375v2"	-0.102530586353395	-0.215501055542053	-0.431267312305753	-0.17883583091917	-0.0945416905344063	0.0189959805644842	-0.183594283936286	-0.323873957623011	-0.344877719061124	-0.271196177347037	-0.233685098589367	-0.12937177430372	-0.273747730767557	0.0612375876658137
"P375v3"	-0.177734676172164	-0.128351896636711	-0.473454607129595	-0.0995518196213655	-0.237096644392157	-0.2667586324694	-0.177206890624497	-0.239160444638148	-0.0808771242252835	-0.257459229382262	-0.133486086903196	-0.148398613101786	-0.206728246462453	-0.0933761564215631
"P375v4"	-0.16552167894832	-0.228352201190485	-0.462770759954487	-0.222941662836325	-0.0888666865330519	0.0103808851931358	-0.242323754413836	-0.354014765205436	-0.341958817542308	-0.308838305898524	-0.258212436604996	-0.138085563440647	-0.341399116062957	0.0147475288399665
"P375v5"	-0.230425275194539	-0.204917327281283	-0.502639289013712	-0.221356065621635	-0.174504683474707	-0.105271046128764	-0.236893392047405	-0.297000803028047	-0.324587635630009	-0.350695186019295	-0.265220735289487	-0.11820337935949	-0.36387478056427	-0.0611791378884367
"P375v6"	-0.205854368069729	-0.214710015831854	-0.497715417073768	-0.199984635033246	-0.151268481633729	-0.095639787902286	-0.20322862813343	-0.331948390594148	-0.326341920526552	-0.33866014832112	-0.232500761197498	-0.0916134959273231	-0.345152144022034	-0.0509824927110437
"P375v7"	-0.1125748126382	-0.257076413359208	-0.445017184076587	-0.143753380219696	-0.107983026940989	-0.100948040389662	-0.199140747776191	-0.284817542209707	-0.333412185032254	-0.287654799679401	-0.163394983672103	-0.0776962048195314	-0.329362630638351	0.0137476283978215
"P375v8"	-0.166455823596034	-0.118441060333701	-0.523850952927392	-0.049212937582989	-0.305660659289071	-0.394529587176766	-0.155298246693482	-0.173072519508997	0.0658731511490269	-0.194900853473423	-0.0724564822337193	-0.120158627882379	-0.0890052331287197	-0.111877169716957
"P375v9"	-0.142280490673562	-0.284708912573979	-0.435101692690738	-0.245628484323055	-0.14882553924449	-0.0414084856194331	-0.246871011446703	-0.394734066273223	-0.349825658224692	-0.364703442950782	-0.233015279182287	-0.178139087175401	-0.399228298001591	0.0219154640127469
"P375v10"	-0.238023765292422	-0.218014867324516	-0.50700563005209	-0.222415055392994	-0.155656526363556	-0.0880256506966033	-0.209267505594852	-0.295672733957218	-0.305804428264418	-0.32204896620795	-0.246091174986211	-0.0795572485312457	-0.343228961907722	-0.0523121742369395
